age,monthly_income,purchase_amount,bnpl_installments,repayment_delay_days,missed_payments,app_usage_frequency,debt_to_income_ratio,transaction_year,transaction_month,transaction_day,transaction_dayofweek,transaction_is_weekend,employment_type_Salaried,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Beauty,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,location_Australia,location_Canada,location_Germany,location_India,location_UK,location_USA,default_flag
43,10464.83,1061.74,3,4,0,8.4,0.1014579309936234,2024,12,19,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
50,57522.65,361.73,9,0,0,3.95,0.0062884794076768,2023,2,18,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,5000.0,1968.68,6,12,1,9.97,0.393736,2024,11,8,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
48,84996.59,5000.0,6,22,1,2.03,0.0588258893680323,2024,11,15,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
42,77550.04,5000.0,12,8,1,6.19,0.0644744993039333,2024,8,30,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
56,11138.71,907.38,9,13,1,7.56,0.0814618568936618,2024,11,8,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
38,40785.15,5000.0,3,0,0,2.74,0.1225936400871395,2024,9,25,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
49,19253.2,5000.0,6,13,2,6.19,0.2596970893150229,2024,7,23,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,19164.82,5000.0,3,0,0,2.61,0.2608947018547526,2023,6,6,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
55,28572.47,5000.0,12,17,2,9.76,0.1749936214824969,2023,1,31,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
43,11878.08,5000.0,12,12,1,9.89,0.4209434521404133,2024,7,6,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
59,18425.61,5000.0,3,12,2,9.78,0.2713614366091543,2023,6,25,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
57,7406.97,2121.61,9,14,3,7.67,0.2864342639432858,2024,10,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
42,12102.93,3338.57,12,0,0,5.93,0.2758480797625038,2024,9,6,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
49,13160.84,5000.0,9,0,0,6.76,0.3799149598353904,2024,12,12,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
59,17332.01,2176.08,12,5,0,6.08,0.1255526623859552,2023,3,21,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
33,55202.02,5000.0,12,4,0,8.05,0.09057639557393,2023,5,17,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,11432.07,1905.52,9,11,3,5.13,0.1666819744805621,2023,1,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
51,68515.47,5000.0,9,10,1,7.95,0.072976219823056,2024,10,9,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,8417.31,2929.01,9,13,1,8.48,0.3479745904570463,2023,3,11,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
20,5000.0,183.17,6,0,0,2.16,0.036634,2023,2,10,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
33,18881.48,5000.0,12,17,2,2.79,0.2648097500831503,2023,4,20,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38,9668.82,1713.51,3,10,4,2.39,0.1772201778500375,2024,12,27,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
18,42086.63,5000.0,9,5,0,6.56,0.1188025745943545,2024,10,13,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,26203.0,1431.33,3,24,3,6.12,0.0546246612983246,2023,4,22,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
32,7989.25,1859.88,6,2,0,4.17,0.2327978220734111,2024,12,12,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
22,8065.06,1600.13,9,12,2,4.72,0.1984027397192333,2023,3,11,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
33,5000.0,1280.81,3,20,2,3.65,0.256162,2023,3,12,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
26,37480.04,5000.0,3,7,1,4.9,0.1334043400167129,2024,11,16,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37,112584.25,5000.0,3,2,0,4.31,0.0444111854011551,2023,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51,103557.46,100.0,6,4,0,6.2,0.0009656474772556,2023,4,22,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,10813.51,3068.43,12,10,1,7.62,0.283758927489779,2024,8,15,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
49,16785.39,3230.52,12,7,1,6.5,0.1924602288061224,2023,6,22,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
28,9069.01,100.0,12,19,2,9.87,0.0110265618849245,2023,1,12,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
33,11895.04,2096.37,12,9,1,9.62,0.1762390038200796,2023,1,4,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
26,12398.86,2134.11,6,2,0,1.29,0.1721214692318487,2024,8,25,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
46,52544.84,100.0,12,7,1,9.14,0.0019031364449867,2024,10,13,6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25,15213.25,5000.0,9,2,0,8.63,0.3286608712799698,2024,11,21,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
39,71234.48,5000.0,3,16,1,7.75,0.0701907278610021,2023,1,1,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
20,7178.79,3148.59,3,11,2,8.77,0.4385961979665097,2024,12,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
48,71585.63,5000.0,3,6,2,8.31,0.0698464202941288,2023,5,14,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
47,76224.57,5000.0,6,10,1,5.23,0.0655956471778063,2024,10,10,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53,15143.07,885.18,9,17,1,1.57,0.0584544613476659,2023,4,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
52,12861.79,2154.77,9,0,0,7.52,0.1675326684699408,2023,4,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
26,9143.63,3781.05,9,2,0,6.9,0.4135173886082443,2024,9,20,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18,9072.55,4607.53,6,21,3,8.59,0.5078539109732104,2024,10,28,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28,5000.0,189.53,6,7,1,1.92,0.037906,2023,2,15,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
27,11300.44,4100.58,3,2,0,6.0,0.3628690564261214,2024,9,21,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
29,17235.35,3639.59,12,1,0,4.54,0.2111700661721404,2023,1,31,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
28,11713.14,4430.21,12,1,0,1.95,0.3782256508502417,2024,10,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
44,14739.9,5000.0,6,1,1,3.99,0.3392153271053399,2024,7,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
21,28635.66,5000.0,3,31,3,8.53,0.1746074649580278,2024,12,1,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
21,31097.38,2336.97,3,15,3,1.17,0.0751500608732954,2023,3,9,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,69641.65,4564.99,3,15,2,9.09,0.0655497105539573,2024,11,14,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
48,18862.97,5000.0,12,18,2,2.95,0.2650696046274791,2023,2,17,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
24,8971.58,3338.54,9,0,0,4.78,0.3721239737036285,2023,5,23,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
49,21240.11,3398.92,12,11,1,5.06,0.1600236533614938,2024,9,4,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
42,20471.32,5000.0,3,14,4,1.92,0.2442441425369736,2024,8,22,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
42,11945.26,4869.3,9,20,2,4.07,0.4076344926774302,2023,6,26,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
19,44888.69,5000.0,3,12,1,9.66,0.1113866321338403,2024,8,29,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,10160.25,4497.61,3,11,2,2.71,0.4426672572033168,2023,4,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
49,45272.41,5000.0,9,15,2,5.73,0.1104425410531491,2024,7,31,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
50,14487.09,5000.0,6,2,0,8.73,0.345134875257902,2023,4,8,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
42,53539.49,5000.0,9,0,0,7.28,0.0933890106162759,2023,3,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
44,25836.8,244.5,12,10,1,3.08,0.0094632462224424,2023,1,29,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
47,27634.23,5000.0,6,2,0,3.14,0.1809350215294582,2024,12,26,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,16226.62,4577.01,6,3,1,2.58,0.2820679845833574,2024,12,17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
42,17194.41,4104.9,6,11,1,1.64,0.2387345654779663,2024,8,29,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
21,26881.11,3533.11,12,3,0,9.3,0.1314346766186366,2024,10,24,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49,65323.14,5000.0,12,1,0,7.04,0.0765425544454844,2023,4,20,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30,13565.29,5000.0,9,11,3,9.86,0.3685877707000735,2024,8,23,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
57,62362.35,5000.0,6,19,1,6.6,0.080176580901778,2023,5,9,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,37327.1,5000.0,3,0,0,9.14,0.1339509364509967,2023,2,12,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,13276.63,2792.02,12,20,1,3.3,0.2102958356149113,2024,10,24,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
57,25674.12,5000.0,3,14,3,7.56,0.1947486418229719,2023,6,20,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
50,14449.62,4313.71,12,0,0,3.5,0.2985344943327229,2023,1,27,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
50,123526.86,5000.0,9,0,0,9.53,0.0404770266159117,2023,2,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52,23482.09,5000.0,6,4,2,9.51,0.2129282359449265,2023,6,28,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
44,47403.32,5000.0,12,20,4,6.89,0.1054778441678768,2024,12,26,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
53,32968.4,5000.0,3,4,0,2.18,0.1516603778163332,2023,1,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,9914.63,4789.89,9,20,1,6.67,0.483113338571384,2023,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
45,101112.56,5000.0,12,7,2,7.32,0.0494498408506322,2023,1,26,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30,9776.18,837.88,6,15,2,4.69,0.0857062779122315,2023,2,3,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
19,30347.86,5000.0,6,2,0,9.7,0.1647562628798208,2023,4,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22,7977.48,340.8,9,3,1,8.42,0.0427202575249326,2023,6,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
38,78238.27,5000.0,9,3,0,7.68,0.0639073435545034,2024,8,28,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
39,41368.13,4297.57,3,1,0,3.83,0.1038860108010683,2024,11,29,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
31,18049.22,5000.0,12,13,2,4.56,0.2770202812088278,2024,7,21,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22,45870.6,5000.0,12,17,1,4.27,0.1090022803277044,2024,12,18,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
38,5000.0,1393.49,9,17,1,5.0,0.278698,2023,4,17,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
30,78566.45,5000.0,3,2,0,6.43,0.0636403961232816,2024,12,9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
44,21474.38,4036.73,6,13,1,3.29,0.1879788846057488,2023,5,18,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
36,39387.47,5000.0,3,2,0,6.38,0.1269439240448802,2024,12,10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23,50590.6,5000.0,12,18,1,8.64,0.0988325894533767,2024,9,21,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
26,9784.56,2917.46,12,0,0,7.12,0.2981697695144186,2024,10,8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
31,16012.44,3922.25,12,15,1,4.26,0.2449501762379749,2024,7,28,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
21,14423.46,4076.83,6,18,5,5.86,0.2826527060774599,2023,6,24,5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
22,8986.51,4260.59,9,19,1,2.02,0.4741095263901114,2023,2,24,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
32,58590.02,100.0,6,2,0,1.0,0.0017067753177076,2023,2,16,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,8446.96,3435.1,9,5,1,3.48,0.4066670139316393,2024,9,7,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
50,13548.73,5000.0,6,7,0,3.66,0.3690382788645135,2023,6,15,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
18,7536.48,1849.34,9,7,2,7.32,0.2453851134747256,2024,11,15,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
56,95197.25,5000.0,6,14,2,7.98,0.0525225255981659,2023,4,9,6,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,80138.56,5000.0,3,2,0,6.61,0.0623919371648305,2023,2,19,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
53,11938.99,3346.42,12,0,0,5.39,0.2802933916520577,2023,4,27,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
40,81419.51,5000.0,3,0,0,8.46,0.0614103425579446,2023,2,16,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28,23877.45,5000.0,6,3,0,5.28,0.2094025953357665,2023,5,31,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
39,18800.72,5000.0,6,10,1,9.98,0.2659472615942368,2023,5,14,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50,24387.57,5000.0,9,1,0,8.29,0.2050224766141112,2024,8,25,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
27,9675.41,642.86,3,14,1,8.3,0.0664426623781317,2024,11,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
42,76869.71,5000.0,6,7,1,7.8,0.0650451263573129,2024,11,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,20327.05,3444.87,12,16,2,6.81,0.169472205755385,2024,12,13,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44,85613.69,5000.0,3,15,1,2.3,0.0584018747469008,2024,10,12,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,8808.08,1216.48,12,10,2,3.32,0.1381095539550049,2024,9,29,6,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
31,47539.8,5000.0,9,2,0,1.59,0.1051750322887349,2023,5,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,12604.28,1823.27,9,14,1,8.96,0.1446548315334156,2023,6,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
23,27657.31,5000.0,3,3,0,8.22,0.1807840314188183,2024,12,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
35,16689.13,4002.6,12,15,1,7.17,0.2398327534149473,2024,7,5,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,15846.98,100.0,3,9,1,8.06,0.0063103506157009,2023,4,28,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
40,67491.42,5000.0,9,19,1,1.58,0.0740834909089185,2024,7,6,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
48,13408.61,3872.96,3,1,0,4.07,0.2888412743751962,2024,10,30,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
54,17004.44,5000.0,3,9,1,2.03,0.2940408505072793,2024,8,7,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
50,81630.73,5000.0,12,11,2,2.91,0.0612514429308668,2024,11,26,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,8699.27,2594.03,9,0,1,2.79,0.2981893883049957,2023,1,21,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
34,33578.93,738.09,12,5,2,2.67,0.0219807480464684,2024,10,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28,13913.83,5000.0,9,5,1,3.7,0.3593546852304505,2023,2,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
29,10242.69,100.0,9,10,1,2.91,0.0097630602898262,2024,8,9,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
48,17904.97,5000.0,6,16,2,1.04,0.2792520735862724,2023,1,28,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
29,93173.71,5000.0,6,13,2,6.62,0.0536632060696091,2023,4,9,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,16836.83,3354.6,6,0,0,9.45,0.1992417812616745,2024,12,24,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
58,34215.75,5000.0,12,6,1,1.4,0.1461315329928468,2023,2,5,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
58,72988.54,5000.0,6,0,0,7.29,0.0685039048595848,2024,8,29,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
55,17668.89,100.0,3,11,1,5.42,0.0056596650949776,2023,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
19,10958.0,3104.77,12,1,0,8.47,0.2833336375250958,2024,7,27,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
40,12900.28,1139.8,6,0,1,2.87,0.0883546713714741,2023,4,13,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
18,9639.37,1604.45,12,2,0,6.11,0.1664475997912726,2023,6,10,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
28,9753.21,1912.26,3,15,2,7.77,0.1960646802437351,2024,12,4,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
58,40352.59,5000.0,3,14,1,3.8,0.1239077838622006,2024,12,15,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36,41027.6,5000.0,6,1,0,6.1,0.1218691807466193,2024,8,2,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53,5000.0,993.12,3,2,0,8.82,0.198624,2023,5,13,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
26,39814.89,5000.0,9,11,1,8.99,0.1255811582048826,2024,7,26,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34,86725.31,5000.0,12,4,0,4.63,0.0576532963675771,2024,9,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,68458.85,5000.0,6,3,0,6.96,0.0730365759868884,2023,1,14,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,10772.03,2667.31,12,18,2,6.23,0.247614423650881,2024,8,2,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
32,47561.55,5000.0,9,11,1,7.24,0.1051269355182915,2023,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
48,42370.99,5000.0,12,12,2,4.46,0.1180052672831104,2023,5,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
27,21077.42,5000.0,9,16,1,4.13,0.2372206845050295,2023,2,12,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22,5000.0,1599.87,3,0,0,6.15,0.319974,2024,8,30,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
48,71675.01,5000.0,9,15,2,7.24,0.069759320577702,2023,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
52,36677.01,5000.0,3,2,0,6.14,0.1363251802696021,2023,1,7,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
27,8889.25,2375.62,12,0,0,3.31,0.2672463931152797,2023,2,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
40,45133.73,5000.0,9,16,2,5.91,0.1107818919464444,2024,12,31,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
35,64581.1,5000.0,9,11,1,1.18,0.0774220321425308,2024,8,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
23,7144.29,1505.43,6,1,0,6.03,0.2107179299832453,2024,10,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
22,6599.25,2204.82,6,8,2,8.13,0.3341016024548244,2023,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
21,11281.08,5000.0,6,2,0,5.84,0.4432199753924269,2024,11,17,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
21,35906.28,5000.0,6,13,1,9.31,0.1392514067177106,2023,2,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,17221.71,1145.02,3,13,2,3.18,0.0664870097104178,2023,6,24,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
44,20819.0,5000.0,6,15,2,3.9,0.2401652336807723,2023,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
42,59926.33,5000.0,6,6,1,1.57,0.0834357785634461,2023,5,11,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45,14955.03,3006.39,9,12,2,6.16,0.2010286839946158,2024,11,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
25,11084.55,2573.67,3,9,1,6.27,0.2321853390530062,2023,4,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
55,10334.04,3049.41,9,20,2,9.43,0.2950840136093918,2024,12,23,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
52,78310.49,2481.32,9,8,1,5.18,0.0316856656113376,2024,8,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,29860.71,5000.0,9,11,1,6.86,0.1674441096678545,2023,5,15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
43,78126.56,5000.0,9,8,1,9.27,0.0639987220735176,2024,8,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,105762.46,5000.0,3,18,1,9.75,0.0472757536086055,2023,4,22,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
49,56658.81,100.0,9,15,2,8.19,0.0017649505875608,2024,8,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
26,28127.37,4065.37,12,3,0,8.52,0.1445343094644113,2024,7,31,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,5792.69,1559.39,9,1,0,5.19,0.2691996291878212,2024,10,23,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
