bnpl_installments,missed_payments,risk_score,customer_segment,transaction_year_onehot,transaction_month,transaction_day,transaction_dayofweek,transaction_is_weekend,transaction_month_sin,transaction_month_cos,transaction_day_sin,transaction_day_cos,transaction_dayofweek_sin,transaction_dayofweek_cos,credit_score_log1p,age_log1p,monthly_income_log1p,purchase_amount_log1p,repayment_delay_days_log1p,app_usage_frequency_log1p,debt_to_income_ratio_log1p,employment_type_Salaried,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Beauty,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,location_Australia,location_Canada,location_Germany,location_India,location_UK,location_USA,default_flag_0,default_flag_1
6,0,-1.2714926042943944,1,True,5,11,3,False,0.49999999999999994,-0.8660254037844387,0.7907757369376989,-0.6121059825476626,0.43388373911755823,-0.900968867902419,6.349138991379798,2.995732273553991,10.75427140122816,8.301417431147335,1.0986122886681098,1.430311246536665,0.08252713400427072,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
12,2,0.2896631891289612,2,False,11,3,6,True,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,6.1779441140506,3.367295829986474,10.596067072007001,8.517393171418904,2.772588722239781,0.8628899551470398,0.11784890584960281,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6,0,-1.6939229954560082,1,False,7,11,3,False,-0.4999999999999997,-0.8660254037844388,0.7907757369376989,-0.6121059825476626,0.43388373911755823,-0.900968867902419,6.447305862541213,3.9889840465642745,11.180030661696824,8.517393171418904,0.0,2.1114245875328868,0.0674259111961837,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
12,0,0.008042928354551877,2,False,10,30,2,False,-0.8660254037844386,0.5000000000000001,-0.20129852008866114,0.9795299412524943,0.9749279121818236,-0.22252093395631434,5.921578419643816,3.5263605246161616,9.50231496835082,7.026115925566983,1.6094379124341003,2.263844264677615,0.08065211841015142,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,0,0.020287287518656803,2,True,6,27,1,False,1.2246467991473532e-16,-1.0,-0.72479278722912,0.6889669190756865,0.7818314824680298,0.6234898018587336,5.916202062607435,3.9318256327243257,9.48157441417412,7.340589090549992,1.6094379124341003,0.7701082216960736,0.11106870911279108,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
6,1,0.6018943478136325,2,False,7,10,2,False,-0.4999999999999997,-0.8660254037844388,0.8978045395707416,-0.4403941515576344,0.9749279121818236,-0.22252093395631434,5.942799375126701,3.6375861597263857,9.640411584867985,7.3603011545653985,2.772588722239781,1.7119945007591924,0.0973213510064511,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
6,1,0.4488398582623231,2,False,8,10,5,True,-0.8660254037844385,-0.5000000000000004,0.8978045395707416,-0.4403941515576344,-0.9749279121818236,-0.2225209339563146,5.955837369464831,3.8066624897703196,8.761352751228882,7.542038474394891,2.4849066497880004,1.673351238177753,0.2587595281876153,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9,1,-0.9225283681174089,1,True,5,12,4,False,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,-0.433883739117558,-0.9009688679024191,6.396929655216146,4.007333185232471,11.020952834734434,8.517393171418904,2.302585092994046,2.2617630984737906,0.0786062659276739,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
12,0,-1.2041486288918182,2,True,5,22,0,False,0.49999999999999994,-0.8660254037844387,-0.9680771188662041,-0.2506525322587213,0.0,1.0,6.311734809152915,4.060443010546419,10.765354199471743,8.517393171418904,0.0,2.3243465847755584,0.10038406878916444,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
6,1,-1.9020771012457889,0,False,9,26,3,False,-1.0,-1.8369701987210297e-16,-0.8486442574947509,0.5289640103269624,0.43388373911755823,-0.900968867902419,6.639875833826536,3.9889840465642745,11.460060262097407,8.517393171418904,2.3978952727983707,1.599387576580599,0.05134806861883631,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
9,2,1.3671667955701794,2,False,11,7,3,False,-0.5000000000000004,0.8660254037844384,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.900968867902419,5.707110264748875,3.6888794541139363,9.46717707992,8.366123759664761,2.70805020110221,1.1786549963416462,0.28703362371492963,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
6,0,0.05089818542891868,2,True,6,14,2,False,1.2246467991473532e-16,-1.0,0.29936312297335804,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,5.846438775057725,3.4339872044851463,9.37101259736508,8.517393171418904,0.0,1.2267122912954254,0.35474837459587044,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
6,3,1.70388667258306,2,True,2,12,6,True,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791,-0.7818314824680299,0.6234898018587334,5.730099782973574,3.912023005428146,10.260942742004135,8.517393171418904,3.1354942159291497,1.0402767116551463,0.16115718480199845,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
6,1,0.5651612703213181,2,False,12,21,5,True,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423,-0.9749279121818236,-0.2225209339563146,5.820082930352362,3.871201010907891,9.529156219340896,8.190387681079782,1.791759469228055,2.355177543113216,0.23278862779617043,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
9,3,0.038653826264813756,1,True,5,12,4,False,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,-0.433883739117558,-0.9009688679024191,6.410174881966167,3.9512437185814275,11.31366932410936,8.517393171418904,2.5649493574615367,2.3485140248824456,0.059235866913910355,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
3,1,0.20395267498022807,2,True,1,15,6,True,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,-0.7818314824680299,0.6234898018587334,6.111467339502679,2.9444389791664403,10.573552629190104,8.517393171418904,2.833213344056216,1.6370530794670737,0.12037708364773284,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
9,1,0.5345503724110562,2,True,2,22,2,False,0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,0.9749279121818236,-0.22252093395631434,5.905361848054571,3.8501476017100584,9.166678933380702,8.19714218533296,2.3978952727983707,2.3398808777377424,0.321499153511994,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
3,3,0.7733153761110988,2,False,7,9,1,False,-0.4999999999999997,-0.8660254037844388,0.9680771188662043,-0.2506525322587204,0.7818314824680298,0.6234898018587336,6.169610732491456,3.4011973816621555,10.855969220111993,8.517393171418904,3.044522437723423,2.263844264677615,0.09207538354830094,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
12,0,0.13660869957765184,2,False,12,12,3,False,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791,0.43388373911755823,-0.900968867902419,5.805134968916488,3.2188758248682006,8.517393171418904,6.799557408504151,0.0,2.209372711271867,0.16491256247128896,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
6,1,0.3202740870392231,2,False,10,17,3,False,-0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488,0.43388373911755823,-0.900968867902419,5.932245187448011,4.0943445622221,9.938207769014314,8.443085834646942,1.791759469228055,1.0043016091968684,0.20227433269318612,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
9,0,-2.1677796951068617,0,False,8,1,3,False,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945,0.43388373911755823,-0.900968867902419,6.725033642166843,4.02535169073515,11.460060262097407,8.517393171418904,1.3862943611198906,1.4539530095937052,0.04667522012578588,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
3,2,0.7182157598726275,2,False,11,17,6,True,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,5.834810737062605,3.828641396489095,9.743399196212508,8.21856610691326,0.6931471805599453,1.3887912413184778,0.19689112993649166,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
9,1,0.6631161436341562,2,False,8,19,0,False,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0.0,1.0,5.802118375377063,3.912023005428146,9.607548148631926,8.077962384472942,2.0794415416798357,1.5107219394949425,0.19603766048640572,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
12,0,-0.10827848370444317,2,False,8,15,3,False,-0.8660254037844385,-0.5000000000000004,0.10116832198743272,-0.994869323391895,0.43388373911755823,-0.900968867902419,5.918893854273146,3.5263605246161616,9.165057400410484,4.61512051684126,0.0,1.6563214983329508,0.01346294058336559,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3,1,-0.2001111774352288,2,True,6,22,3,False,1.2246467991473532e-16,-1.0,-0.9680771188662041,-0.2506525322587213,0.43388373911755823,-0.900968867902419,6.257667587882639,3.8066624897703196,10.970872469340996,8.517393171418904,2.8903717578961645,1.6845453849209058,0.08248110178883994,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
6,0,0.038653826264813756,2,True,3,8,2,False,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264,0.9749279121818236,-0.22252093395631434,5.8805329864007,3.7612001156935624,9.628125937261503,8.517393171418904,1.0986122886681098,2.3243465847755584,0.2846324714456813,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
6,0,0.05702036501097114,2,True,1,18,2,False,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822,0.9749279121818236,-0.22252093395631434,5.872117789475416,4.007333185232471,9.674244813936605,7.839261663462654,1.0986122886681098,1.6524974018945473,0.14804350542249847,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
9,2,-0.7143742623276282,1,False,8,14,2,False,-0.8660254037844385,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,6.493753839851686,4.04305126783455,11.222007228450202,8.517393171418904,2.9444389791664403,1.7544036826842861,0.06474192708610244,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
6,3,0.2651744708007518,2,True,2,8,2,False,0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264,0.9749279121818236,-0.22252093395631434,6.186208623900494,3.6635616461296463,10.887492819172897,8.517393171418904,1.791759469228055,2.028148247292285,0.08934192128138031,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3,2,0.4733285765905325,2,True,4,29,5,True,0.8660254037844387,-0.4999999999999998,-0.3943558551133187,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,6.135564891081739,3.5553480614894135,10.903628503534428,8.517393171418904,2.8903717578961645,1.814824742159051,0.08797295463305994,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
6,1,0.6386274253059467,2,True,5,18,3,False,0.49999999999999994,-0.8660254037844387,-0.4853019625310808,-0.8743466161445822,0.43388373911755823,-0.900968867902419,5.783825182329737,3.8918202981106265,8.999472416287427,7.803288047371779,1.791759469228055,1.506297153514587,0.26410083252205363,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
6,1,1.1835014081086082,2,True,2,11,5,True,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,-0.9749279121818236,-0.2225209339563146,5.707110264748875,3.6888794541139363,8.517393171418904,7.542711748360646,2.9444389791664403,1.2267122912954254,0.3200437391128733,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
3,0,0.14885305874175678,2,False,9,25,2,False,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,0.9749279121818236,-0.22252093395631434,5.799092654460526,3.5553480614894135,8.925261574727845,4.61512051684126,0.0,0.9400072584914712,0.01346294058336559,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
3,1,-0.13888938161470504,2,False,11,25,0,False,-0.5000000000000004,0.8660254037844384,-0.9377521321470804,0.3473052528448203,0.0,1.0,6.208590026096629,3.2188758248682006,10.595306100855025,8.517393171418904,2.70805020110221,1.3609765531356006,0.1179335334878341,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,1,0.06926472417507563,2,False,10,2,2,False,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,0.9749279121818236,-0.22252093395631434,6.082218910376446,3.7612001156935624,9.868395982724827,8.517393171418904,2.302585092994046,1.6174060820832772,0.2302717219636851,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
6,1,0.13660869957765184,2,True,5,17,2,False,0.49999999999999994,-0.8660254037844387,-0.2993631229733582,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,6.008813185442595,3.784189633918261,10.221695071528762,8.517393171418904,1.791759469228055,1.3029127521808397,0.16709756453467853,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
12,0,0.07538690375712809,2,True,1,28,5,True,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,-0.9749279121818236,-0.2225209339563146,5.863631175598097,3.871201010907891,8.988750612901356,7.7417073361331035,1.0986122886681098,2.1412419425852827,0.2525192006107532,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
3,0,0.1182421608314949,2,True,3,30,3,False,1.0,6.123233995736766e-17,-0.20129852008866114,0.9795299412524943,0.43388373911755823,-0.900968867902419,5.814130531825066,2.995732273553991,9.346488837077159,7.662232714693689,0.0,1.9125010869241836,0.17017420028692554,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
6,0,-1.4245470938457039,1,False,11,21,3,False,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,0.43388373911755823,-0.900968867902419,6.424869023905388,3.784189633918261,11.208538506264327,8.517393171418904,1.9459101490553132,1.589235205116581,0.0655916526221549,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
12,1,-1.3021035022046563,1,False,11,14,3,False,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419,6.502790045915623,3.6375861597263857,11.164744062852623,8.517393171418904,2.3978952727983707,1.7369512327330598,0.0684298111109242,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
12,1,-0.9837501639379327,1,True,2,17,4,False,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488,-0.433883739117558,-0.9009688679024191,6.453624998892692,3.9512437185814275,11.221643721469494,8.517393171418904,2.70805020110221,1.5789787049493917,0.06476471977124933,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9,1,-2.000031974558627,0,True,5,26,4,False,0.49999999999999994,-0.8660254037844387,-0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,6.621405651764134,3.7612001156935624,11.454526352370017,8.517393171418904,1.6094379124341003,1.6974487897568136,0.05165032072291728,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3,2,1.428388591390703,2,True,6,15,3,False,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895,0.43388373911755823,-0.900968867902419,5.707110264748875,4.060443010546419,8.517393171418904,7.737092813992348,2.833213344056216,1.57069708411767,0.37717536693454096,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
9,1,0.4488398582623231,2,False,10,9,2,False,-0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204,0.9749279121818236,-0.22252093395631434,5.929589143389895,3.091042453358316,9.682941250448204,8.517393171418904,2.302585092994046,1.7369512327330598,0.2713307482042388,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
12,3,0.8651480698418844,2,False,12,10,1,False,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,0.7818314824680298,0.6234898018587336,6.137727054086234,2.995732273553991,10.876455738163026,8.377694314436344,3.044522437723423,1.8794650496471605,0.07896771623373913,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3,0,-1.7918778687688461,1,True,6,7,2,False,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767,0.9749279121818236,-0.22252093395631434,6.502790045915623,4.060443010546419,11.165152778094681,8.517393171418904,1.6094379124341003,1.0784095813505903,0.06840278305353902,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
6,0,0.27741882996485673,2,False,12,4,2,False,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,0.9749279121818236,-0.22252093395631434,5.733341276897746,3.6888794541139363,8.989623872986241,7.332467304452758,0.0,2.222459048514761,0.17444013342336565,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
9,0,-2.1677796951068617,0,False,7,23,1,False,-0.4999999999999997,-0.8660254037844388,-0.9987165071710528,-0.05064916883871355,0.7818314824680298,0.6234898018587336,6.634633357861686,3.784189633918261,11.426900038135601,8.517393171418904,0.0,0.832909122935104,0.053059414911638195,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
6,0,-0.06542322663007637,2,False,9,23,0,False,-1.0,-1.8369701987210297e-16,-0.9987165071710528,-0.05064916883871355,0.0,1.0,5.91350300563827,3.7376696182833684,9.497882684662022,6.938652990309981,0.6931471805599453,1.0188473201992472,0.07445336168510241,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
3,0,-0.23684425492754313,2,False,11,7,3,False,-0.5000000000000004,0.8660254037844384,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.900968867902419,5.998936561946683,4.060443010546419,9.931962758190151,8.517393171418904,1.0986122886681098,1.6863989535702288,0.21752250810332685,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9,1,0.3631293441135899,2,False,10,20,6,True,-0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,-0.7818314824680299,0.6234898018587334,5.978885764901122,4.060443010546419,9.639881317141935,8.42706058481703,2.3978952727983707,1.6789639750827108,0.260294121977159,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
3,0,-2.1653308232740414,0,False,7,10,2,False,-0.4999999999999997,-0.8660254037844388,0.8978045395707416,-0.4403941515576344,0.9749279121818236,-0.22252093395631434,6.569481420414296,3.9318256327243257,11.399993357016031,8.517393171418904,0.6931471805599453,1.9473377010464987,0.05446775210284059,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
9,0,-0.402143103642957,2,False,9,24,1,False,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,0.7818314824680298,0.6234898018587336,6.075346031088684,3.9512437185814275,10.146427064457628,8.499471078348618,1.3862943611198906,1.9810014688665833,0.17613893293046126,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
6,0,0.4794507561725849,1,True,4,10,0,False,0.8660254037844387,-0.4999999999999998,0.8978045395707416,-0.4403941515576344,0.0,1.0,5.707110264748875,3.58351893845611,8.524168805152662,6.299592422327189,1.791759469228055,2.277267285009756,0.1024988564801724,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
3,1,-0.9715058047738282,1,False,8,8,3,False,-0.8660254037844385,-0.5000000000000004,0.9987165071710528,-0.05064916883871264,0.43388373911755823,-0.900968867902419,6.466144724237619,3.6888794541139363,11.014884929211926,4.61512051684126,2.833213344056216,1.1786549963416462,0.01346294058336559,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
3,2,-0.34092130782243324,2,True,3,4,5,True,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866,-0.9749279121818236,-0.2225209339563146,6.244166900663736,3.091042453358316,10.759836541878707,8.517393171418904,0.6931471805599453,0.7419373447293773,0.1009123886533284,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
12,0,-2.1677796951068617,0,False,9,19,3,False,-1.0,-1.8369701987210297e-16,-0.651372482722222,-0.7587581226927911,0.43388373911755823,-0.900968867902419,6.655440350367647,3.8918202981106265,11.460060262097407,8.517393171418904,1.0986122886681098,2.363680192353857,0.05059509976183338,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
9,2,-0.8735509314609896,1,True,4,28,4,False,0.8660254037844387,-0.4999999999999998,-0.5712682150947924,0.8207634412072763,-0.433883739117558,-0.9009688679024191,6.495265555937008,3.9889840465642745,11.31127012935347,8.00884449752514,2.6390573296152584,1.9960599327407849,0.03612171098304581,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,1,0.34476280536743253,2,True,5,24,2,False,0.49999999999999994,-0.8660254037844387,-0.9884683243281114,0.15142777750457667,0.9749279121818236,-0.22252093395631434,6.059123195581797,3.9512437185814275,10.523435079065747,8.517393171418904,2.833213344056216,2.3561258599220753,0.12618919078366192,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3,3,0.5590390907392656,2,True,6,16,4,False,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952,-0.433883739117558,-0.9009688679024191,6.1903154058531475,3.4011973816621555,10.855050636110153,8.210469641919914,2.772588722239781,2.0831845279586703,0.06860882858992746,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
9,1,-0.29806605074806647,2,False,12,18,2,False,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0.9749279121818236,-0.22252093395631434,6.269096283706261,3.332204510175204,10.873732046612743,8.517393171418904,2.772588722239781,1.5830939370944985,0.09052546668468263,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
12,2,0.7733153761110988,2,False,9,2,0,False,-1.0,-1.8369701987210297e-16,0.39435585511331855,0.9189578116202306,0.0,1.0,5.8522024797744745,3.5553480614894135,8.517393171418904,7.857144173234531,1.6094379124341003,2.21046980408624,0.38507724762072437,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
9,3,-0.267455152837805,1,True,4,6,3,False,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203,0.43388373911755823,-0.900968867902419,6.52649485957079,3.9318256327243257,11.460060262097407,8.517393171418904,3.1354942159291497,1.7191887763932197,0.04997465880394546,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
3,0,0.27741882996485673,2,True,1,17,1,False,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488,0.7818314824680298,0.6234898018587336,5.733341276897746,3.6375861597263857,8.781168465203386,6.880774550650362,0.0,2.321406847234633,0.13922184825844908,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
6,2,1.0916687143778225,2,False,7,15,0,False,-0.4999999999999997,-0.8660254037844388,0.10116832198743272,-0.994869323391895,0.0,1.0,5.723585101952381,3.4965075614664802,8.700777284209432,8.090576967209417,1.9459101490553132,0.8458682675776092,0.38507724762072437,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3,1,-0.267455152837805,2,False,10,22,1,False,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,0.7818314824680298,0.6234898018587336,6.137727054086234,3.1780538303479458,10.769324847769775,8.517393171418904,1.3862943611198906,1.220829921392359,0.10000550433536431,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
9,1,1.0488134573034567,2,False,11,27,2,False,-0.5000000000000004,0.8660254037844384,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,5.713732805509369,3.970291913552122,9.062260229098195,8.114584998436928,2.70805020110221,1.5107219394949425,0.3275541133215273,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
